,name,tweet,retweets,location,created,followers,is_user_verified
117,TheLevite10,"Kedong ranch demos in Maimahiu. One family starving a whole division. 
#Revolution is paramount.  #Ruto #RejectBBI #Uhuru https://t.co/jPhHPpw8xc",0,,10-Nov-2020,203,False
118,Yvonne79566268,"@KingFredAsira If it’s not possible to include “Everyone’s wish” then why do they keep saying it’s “inclusive “. 

It’s not an inclusive document and they should be honest about it.
#RejectBBI",0,,10-Nov-2020,11,False
119,Yvonne79566268,"The most confused group of people in Kenya are the “caucasians of kenya”.

White people(Caucasians) in Kenya you are among the minority(Small tribes)

If ethnic cleanser’s are targeting small tribes, that includes you. 

#RejectBBI  
#RejectBBI 
#RejectBBI 
#uhurumustgo",0,,10-Nov-2020,11,False
120,internetExpKe,"BREAKING NEWS : Sudan has been successfully divided into two separate country ( Sudan and south Sudan) Khartoum will remain the capital city of Sudan while the other its administration will be moved to juba .
* Mombasa msambweni bbi report #RejectBBI  * https://t.co/I5E1lHQmjZ",32,"Nairobi, CA",10-Nov-2020,4186,False
121,Lord_Kipsang,"The ONLY way to get rid devils👹 like Pombe Magufuli and Fossil Mzeveni,is through Revolution.Dictatorship in 21st centuary is a killer disease.Tanzanians should put aside ""UZALENDO syndrome""and demand the rights on streets.#RejectBBI  #HealthSinsOfNMS Bbi report.@zittokabwe",0,Dar Salaam.,10-Nov-2020,1131,False
122,KNdasat,@HonMillieO @WilliamsRuto @TheODMparty @RailaOdinga isolated him. It is cleaar that this a #Raila document to quest his GREED for presidency. But democracy will decide #RejectBBI #BBIReport #BBINonsense,0,Kenya,10-Nov-2020,82,False
123,akims6_andrew,"@MigunaMiguna @RailaOdinga Waiting for it, the only time i will stand on line to vote and to vote NO!!!!. #RejectBBI",0,,10-Nov-2020,10,False
124,fkoomekirema,"Who said it?
That BBI shouldn't be changed? Is it serving top class.
Latina is for all of us, KENYANS and all others that live in Kenya. 
It's our country and WE must be included in all. 
#LipaNaMpesa Ruto #BBIFraud #RejectBBI @MigunaMiguna",0,,10-Nov-2020,15,False
125,wasikeww,"Uhuru is giving less attention to the BBI Nonsense while Mganga is busy trying to fix it.
Fact;  If the BBI fails to go through,@RailaOdinga will be left alone in the field.
@WilliamsRuto  and @uhuru are still in one bracket  #RejectBBI",0,"Kitale, Kenya",10-Nov-2020,330,False
126,ChurchRodent,"things I find confusingly irritating..

1. mtoto mdogo na sura ya mtu mzima..
2. mtu mzima na sura ya mtoto mdogo..

And we are still rejecting the #BBI in it's current form and shape💯 #RejectBBI",0,Nairobi,10-Nov-2020,46698,False
127,Yvonne79566268,"@AbdikadirMohami @MachariaGaitho @RailaOdinga @WMutunga @DavidNdii @ahmednasirlaw @MarthaKarua @davidmakali1 @ledamalekina It’s about whether one supports all Kenyans or  specific politicians.
#RejectBBI",0,,10-Nov-2020,11,False
128,PasaPasaMerchan,"Density is determined by the thickness of the fibers and how tightly packed they are. Call 0727042454
mombasa Ruto #nrgcirclerave #RejectBBI #HarambeeStars #HealthSinsOfNMS #NairobiCommuterRail https://t.co/vu3bdRAB1y",1,,10-Nov-2020,624,False
129,patricksafariR,"From the look of things, the BBI musical 'disks' are slowly developing irritating scratches hence the sound of music playing is drowning.The new wave of demands by many critical interest groups is, inevitably, throwing a new deejaying spin into the reggae dance floor!
#RejectBBI",0,Nairobi,10-Nov-2020,37060,False
130,patmaichbmf,#RejectBBI these greedy politicians must be stopped. https://t.co/3wY7gexDsu,0,"Nairobi,Kenya",10-Nov-2020,4286,False
131,PasaPasaMerchan,"Duvets tend to be warm but surprisingly lightweight. The duvet cover makes it easier to change bedding looks and styles. You won't need to wash your duvet very often. Call 0727042454
mombasa Ruto #nrgcirclerave #RejectBBI #HarambeeStars #HealthSinsOfNMS #NairobiCommuterRail https://t.co/phNZ9dZmXV",1,,10-Nov-2020,624,False
132,kiptepkowong,"@RailaOdinga Wait, so you are the custodian of the constitution and what ought (or not ought to) be amended, whose views matter and whose doesn't?

Ok. We will do what we must: #RejectBBI",0,Dunga Unuse,10-Nov-2020,181,False
133,ras_odempoh,"JOB OPENINGS (From November 2020-December 2021) https://t.co/RqPCge50F0 #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana .",0,"Nairobi, Kenya",10-Nov-2020,1944,False
134,254Proff,"💥Nike Wild horse 6 available at ksh.4000 only.
📌Sizes 40-45
📌Available at Imenti house, Zodiac stalls, Tom Mboya Strt,NAIROBI.
📌Contact +254793043809  or +254756993999 for orders &amp; deliveries.
📌WE DELIVER COUNTRYWIDE!

Ruto #RejectBBI #SundownerKBC Mimi #UhuruFixingNairobi https://t.co/hiav0DLeHu",79,My own empire,10-Nov-2020,5702,False
135,ras_odempoh,"Rejoice O ye mortals ,death Abolished and Immortality Brought to Light l https://t.co/viE1omjokt #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
136,ras_odempoh,"Awkward date: We enter a botanical garden and we're having a good time, when suddenly one of her heel breaks off.I take it and fix the nail a.. https://t.co/yPzjz8PRuZ #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
137,TryLinkTech,"Bluetooth keyboards operate on batteries that must be charged so that the keyboard can work. Call 0727042454
#nrgcirclerave #RejectBBI Harambee Stars #kibaki mai mahiu #UhuruFixingNairobi #NairobiCommuterRail Ruto https://t.co/oJmw3zYijY",0,"Nairobi, Kenya",10-Nov-2020,460,False
138,ras_odempoh,"{VIDEO} The now proclaimed 'Island of Death' filled with poisonous golden snakes https://t.co/YBPgGkhkT5 #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
139,ras_odempoh,"Kisiing bug that brings the kiss of death    https://t.co/0WCDX1EYRh #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
140,ras_odempoh,"Sealed Unto the day of Redemption https://t.co/auVrTyKKoo #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
141,TryLinkTech,"IPEGA PG GAMING PAD Available.
.Supporting playing games on BT enabled Android/iOS smart phone/tablets, PC, Smart TV, Win 7/8/10 systems also support 2.4G wireless
.Gaming time- 15h
Call 0727042454
#nrgcirclerave #RejectBBI Harambee Stars #kibaki mai mahiu #UhuruFixingNairobi https://t.co/hgENYW5MhF",0,"Nairobi, Kenya",10-Nov-2020,460,False
142,ras_odempoh,"God's Grace for the Salvation of the Human Race l https://t.co/TLw2ZYm7Ba #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
143,ras_odempoh,"{VIDEO}Hostages in Paradise  https://t.co/yuUjqcq833 #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
144,ras_odempoh,"The fifth leading cause of death in the world  https://t.co/axvVMiozNT #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
145,ras_odempoh,"The Great #Mystery - Transformation of our weak mortal bodies  https://t.co/StuAMDQVJm  Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
146,ras_odempoh,"JOB OPENINGS (From November 2020-December 2021) https://t.co/RqPCge50F0 #tuesdayvibe Money #Paperpay #SundownerKBC
#nrgcirclerave Mimi #RejectBBI Naivasha #goteana",0,"Nairobi, Kenya",10-Nov-2020,1944,False
147,patmaichbmf,#RejectBBI this thing is a politician driven document just meant to give politicians positions but not transforms the lives of Kenyans. https://t.co/hUBg4i8RNp,0,"Nairobi,Kenya",10-Nov-2020,4286,False
148,RuruG12,"Quite Surprising how a document that is pushing for constitutional Reforms is immune to Changes.JUST how can we believe that the contents are 1. Relevant
2.Clear
Just wishing that after the next government we won't hold another referendum
INTERESTING times #RejectBBI",0,,10-Nov-2020,38,False
149,TryLinkTech,"IPEGA PG GAMING PAD Available.
.Supporting playing games on BT enabled Android/iOS smart phone/tablets, PC, Smart TV, Win 7/8/10 systems also support 2.4G wireless
.Gaming time- 15h
Call 0727042454
#nrgcirclerave #RejectBBI Harambee Stars #kibaki mai mahiu #UhuruFixingNairobi https://t.co/uXfK2GupwB",0,"Nairobi, Kenya",10-Nov-2020,460,False
150,TryLinkTech,"Tiny Lenovo CPU
Desktop

Core i3, 4th generation
 4GB RAM, 500GB HDD
Call 0727042454 or WhatsApp us on  https://t.co/78yNjJfb6z
#nrgcirclerave #RejectBBI Harambee Stars #kibaki mai mahiu #UhuruFixingNairobi #NairobiCommuterRail Ruto https://t.co/ngRqrgKfok",0,"Nairobi, Kenya",10-Nov-2020,460,False
151,ireriken,@ahmednasirlaw @TheStarKenya So what was the meeting with the pastoralists  yesterday about ??? Bure kabisa #RejectBBI,0,nakuru county,10-Nov-2020,820,False
152,WahomeKaburu,"@johnnjenga @YaleMed Am sure one @BobMkangi and @MutemiWaKiama are shaking theirs.... 
#RejectBBI",0,,10-Nov-2020,547,False
153,kanmaadventures,xmas early booking offer #SundownersKBC #RejectBBI #SGR #NCR_PRSD #BBIReport #MCAinNaivasha https://t.co/tqiIbNy4La,0,"Nairobi, Kenya",10-Nov-2020,540,False
154,David1Mutai,"“In the executive, we want the 2/3rd gender rule secured.”

-Gladies Wanga, ODM MP on why we need the BBI referendum. 

I thought the 2/3 Gender Rule is already in the constitution? 

We do not need the BBI. #RejectBBI https://t.co/VtIZa6f3Jq",4,,10-Nov-2020,8358,False
155,PaulMaliachi,@RailaOdinga You're no longer baba. STOP BBI. #RejectBBI,0,"Nairobi, Kenya",10-Nov-2020,361,False
156,WahomeKaburu,@governorkibwana @RailaOdinga #RejectBBI is the clarion call Prof!!!,0,,10-Nov-2020,547,False
157,Ras_wawesh,I am happy you didn't become a president of this great country. Obviously you couldn't have made a difference. You are a joke as your BBI Nonsense. #RejectBBI https://t.co/z24A9jF2nF,0,"Nairobi, Kenya ",10-Nov-2020,544,False
158,HussienNas,#RejectBBI in total,0,,10-Nov-2020,1,False
159,carlmwania,"In that case we shall reject it. 
#RejectBBI https://t.co/p7Pz40ogOJ",0,Nairobi,10-Nov-2020,794,False
160,iamKiARieNJUKi,it's either the CHANGES happen or DOWN to HELL with the #BBIFraud #BBINonsense #RejectBBI https://t.co/QVztvnZUxR,0,"+254 Pangani, NaiRoBi ",10-Nov-2020,113,False
161,wanyabiti,So Uhuru and Raila reserve the right to accept or rejest recomendations on BBI?#RejectBBI,0,Nairobi,10-Nov-2020,187,False
162,Ceo_254kenya,"Ugandan made car vs Kenya made car... Anyway #BBIFraud will make improvements on BJ 50 #RejectBBI
#Hot96Drive
#tuesdayvibe
#Paperpay
#SundownerKBC
Ruto
Badi https://t.co/xgmMbvLZRK",4,"Nairobi, Kenya",10-Nov-2020,7471,False
163,Collo10_Cfc,"Mooooolikuwa wapi???? 😂😂😂🤣🤣🤣🤣

Nobody can stop Reggae.

Let's #RejectBBI at the ballot box! https://t.co/bStw3hcUkh",1,"Nairobi, Kenya",10-Nov-2020,4563,False
164,TerminalXyz,"BBI forever ...get a time to read it and stop this bullshit Twitter....the wheelbarrow prince support it,,he just want a few additional stuff for himself...mark this tweet..in the end he will start campaigning for it...na pia know how it's affecting you kenyans #RejectBBI",0,,10-Nov-2020,4,False
165,Collo10_Cfc,@ItsNyaboke_ Am not holding any brief for @RailaOdinga btw. Am only reminding you that no politician is for you or for me. They are all concerned about themselves and their families. Don't bust over nothing. I will #RejectBBI,1,"Nairobi, Kenya",10-Nov-2020,4563,False
166,iNcrDblMyKFrost,"#RejectBBI I Am Mainly For BBI Coz It Addresses Againsts Discrimination. Man oh Man , If This #BBIReport  Works Out I Might Get Somewhere In This Kenya. Juu I Need To Improve My Career Seriously",0,Worldwide ,10-Nov-2020,7571,False
167,minic_dk9,"That 4year free tax payment for youth is just postponing of problems
#RejectBBI",0,Eldoret,10-Nov-2020,1451,False
168,iamKiARieNJUKi,@ahmednasirlaw @TheStarKenya So he Says or he Thinks... ARROGANT...DAMN...EGO...GREED. Either the CHANGES are DONE to Accommodate and Satisfy Everyone or... Down with the #BBIFraud #BBINonsense #RejectBBI,0,"+254 Pangani, NaiRoBi ",10-Nov-2020,113,False
169,WamboiWangechi,@ahmednasirlaw @TheStarKenya BBI if for them not us. God have mercy on my motherland Kenya! We have the most selfish leaders in the entire universe. Let's kill this BBI snake #RejectBBI,0,,10-Nov-2020,667,False
170,iDedan_,BBI deserves least of common KE🇰🇪an's attention. With all disregard&amp;contempt to law UhuRuto has exibited all along. what  is it in BBIFraud deludes one think they now shall respect the constitution?? 🚮🚮 #RejectBBI in totality!! https://t.co/7HxoyRhSwi,0,kenya🇰🇪,10-Nov-2020,1167,False
171,Collo10_Cfc,"@citizentvkenya For this reason, let's just #RejectBBI at the ballot box.",0,"Nairobi, Kenya",10-Nov-2020,4563,False
172,aminaa_hersi,"BBI is a shambolic scam that needs to be called off immediately! We are in a pandemic that is not being dealt with well and the country is hungry and in no capacity to meaningfully engage with this initiative. Political debates do not constitute consultation. 
#RejectBBI https://t.co/WE7UIwiVYz",1,"Nairobi, Kenya",10-Nov-2020,1388,False
173,ItsNyaboke_,"Raila isn't fighting for you. Open your eyes. He is up for his own good and Ida.

You charlatans open your eyes.

Whether you boiled books or not, open your eyes.

#RejectBBI
#BBINonsense",0,Kenya,10-Nov-2020,10481,False
174,KNdasat,@TheODMparty hahahahaha #sharletmarriam @JubileePartyK or @WilliamsRuto didnt really want you. You needed them. With all the aibus you are now back to connman @RailaOdinga  #RejectBBI #BBinonsense,0,Kenya,10-Nov-2020,82,False
175,MensFashionHub1,"Restocked at Ksh 1500 🎉.All sizes
Call or WhatsApp us on 0729317944 for orders or visit us at Bihi Towers 5th floor room 3.

#ShoesClicknWear #menwithstyle #kibaki Raila Ruto kebs #RejectBBI Pombe #UhuruFixingNairobi Mheshimiwa #tuesdayvibe Machakos matatu #YoungWomenOnBBI https://t.co/6rASMEYoSR",0,"Nairobi, Kenya",10-Nov-2020,1861,False
176,wear_click,"Restocked at Ksh 1500 🎉.All sizes
Call or WhatsApp us on 0729317944 for orders or visit us at Bihi Towers 5th floor room 3.

#ShoesClicknWear #menwithstyle #kibaki Raila Ruto kebs #RejectBBI Pombe #UhuruFixingNairobi Mheshimiwa #tuesdayvibe Machakos matatu #YoungWomenOnBBI https://t.co/99dgQWeahv",0,Kenya,10-Nov-2020,3732,False
177,jesse_shoes,"#SundownerKBC #UhuruKenyatta

🔹Nike Air force Customised

🔹Sizes 37__45

🔹Price 3300/- delivery services available

☎️0711845312

Uhuru Kenyatta kebs #RejectBBI https://t.co/LMPKNyJ7hB",4,"Nairobi, Kenya",10-Nov-2020,3137,False
178,wear_click,"New Arrivals at Ksh 3500 🎉.All sizes
Call or WhatsApp us on 0729317944 for orders or visit us at Bihi Towers 5th floor room 3.

#ShoesClicknWear #menwithstyle #kibaki Raila Ruto kebs #RejectBBI Pombe #UhuruFixingNairobi Mheshimiwa #tuesdayvibe Machakos matatu https://t.co/ISHWWKZ2EH",1,Kenya,10-Nov-2020,3732,False
179,MensFashionHub1,"New Arrivals at Ksh 3500 🎉.All sizes
Call or WhatsApp us on 0729317944 for orders or visit us at Bihi Towers 5th floor room 3.

#ShoesClicknWear #menwithstyle #kibaki Raila Ruto kebs #RejectBBI Pombe #UhuruFixingNairobi Mheshimiwa #tuesdayvibe Machakos matatu https://t.co/iMA6BDsKQZ",1,"Nairobi, Kenya",10-Nov-2020,1861,False
180,ChurchRodent,"”....we asked for water and not BBI; so go back and bring water”...Ruth Ambetsa, a tenant at the estate...
https://t.co/jJlgpc7IJJ  #RejectBBI",0,Nairobi,10-Nov-2020,46698,False
181,iamdjhussein,I hate bbi. Never read https://t.co/BkJVqci1Ff's a poison  to finish Kenyan #RejectBBI,0,,10-Nov-2020,656,False
182,Collo10_Cfc,@KIMANIICHUNGWAH #RejectBBI at the ballot box. Enough of useless whining by the TangaTanga brigade.,0,"Nairobi, Kenya",10-Nov-2020,4563,False
183,joanngengi,"The important aspect in business is having best bookkeeping, Audit rely on it,same as Tax matters.
I offer outsourced /freelance accounting services at an affordable fee.
Ruto
#LipaNaMpesa 
#tuesdayvibes 
Kebs
President Uhuru
BBI Report
#RejectBBI 
Money
Uber
Mimi https://t.co/LS07cBlt3q",0,kenya,10-Nov-2020,1065,False
184,omollootis,"Small accounts matter. 🤘🏼🤘🏼

Follow all likes n retweets. 

#Ruto
#RejectBBI 
BBI Report",0,,10-Nov-2020,26,False
185,OscarNairobi,@RailaOdinga Jibberish Excuses to Sabotage a Process... We won't accept!! #RejectBBI,0,Mahali Pazuri ,10-Nov-2020,4462,False
186,kevstrendyshoes,"Converse all star 🌟 
✅ Sizes 37_45 
✅ Price 1500

☎️0710356282 
🚚 Delivery services available 
#WanyamavsOrigi #LipaNaMpesa #tuesdayvibe Ruto BBI Report #sundownerKBC #RejectBBI mimi https://t.co/mrE4YHbvU9",0,"Nairobi, Kenya",10-Nov-2020,267,False
187,JMochama1,"Democracy will  strike back to kenya as it has come to USA ,let our votes bring our democracy#rejectBBI",0,,10-Nov-2020,1,False
188,PasaPasaMerchan,"The best carpet color to hide dirt is going to be carpet colors such as black, tan, and gray. Call 0727042454
Ruto #Wanyamavsorigi BBI Report #RejectBBI president uhuru #HarambeeStars Naivasha Matatu Mai Mahiu #NairobiCommuterRail Nairobi CBD https://t.co/szUURBCTsS",0,,10-Nov-2020,624,False
189,PasaPasaMerchan,"The reason one would need duvet cover is to protect an expensive down comforter. Call 0727042454
Ruto #Wanyamavsorigi BBI Report #RejectBBI president uhuru #HarambeeStars Naivasha Matatu Mai Mahiu #NairobiCommuterRail Nairobi CBD https://t.co/JgpYhX8Ch5",0,,10-Nov-2020,624,False
190,PasaPasaMerchan,"As water would ruin the stuffing, duvets usually are mostly not washable and therefore duvet covers are needed. A duvet cover is simply a large pillowcase for your comforter! Call 0727042454
Ruto #Wanyamavsorigi BBI Report #RejectBBI president uhuru #HarambeeStars Naivasha Matatu https://t.co/wQFQAsPjWi",0,,10-Nov-2020,624,False
191,NjambaYaNgai,Ruto is discussed more than #BBIReport 🙄 #RejectBBI MEANWHILE ....throwback 👇👇 https://t.co/VHZZVoZTzr,0,"Statesboro, GA",10-Nov-2020,276,False
192,alaminkimathi,"So BBI stands as is, mpende msipende, fait accompli till the referendum. This dictatorial process for an unacceptable package just invites even those who had some hope for amendments to reject it.
#RejectBBI https://t.co/vJ4S5Bv1dU",31,hakinairobi@gmail.com  Nairobi,10-Nov-2020,53139,False
193,Lorenz_Mk,No one should amend the current report. Just bring it on. We will reject it early in the morning. Consider this referendum your retirement package. #RejectBBI https://t.co/c2k50pfwY4,0,Nairobi / Nanyuki,10-Nov-2020,1841,False
194,RiroZablon,"Kenya has been ranked as Africa’s leading tourist destination in 2020 by the World Travel Awards (WTA).
https://t.co/pxVPewqFHT #RejectBBI
#MagicalKenya
President Uhuru Ruto",2,Nairobi ,10-Nov-2020,13434,False
195,Cosmic_Boom,@WehliyeMohamed @ahmednasirlaw Baba has always been a Political Conman...  Tell the Pastoralists to join us to #RejectBBI,0,,10-Nov-2020,1333,False
196,Burayoh,"INTERVIEW
: tell us about yourself..

ME: I was born at a very young age. 
#tuesdayvibe #TuesdayShoutout #RejectBBI https://t.co/4ElJPCrNTD",0,"Nairobi, Kenya",10-Nov-2020,1041,False
197,nathanrobe,@GitongaMugo @RailaOdinga @ledamalekina #RejectBBI. RAO has made it his document.,0,Nairobi Kenya,10-Nov-2020,1489,False
198,johnchege,"@RailaOdinga Kwa hayo machache, Pastoralists mumesikia! NOTHING IS BEING CHANGED! The People's Conman pulled a fast one on ye all. #RejectBBI #BBIFraud. 
@ledamalekina @OleItumbi",1,Nairobi,10-Nov-2020,2096,False
199,ole_tipis,How does someone normal reconcile his mind by supporting this #BBINonsense when our people are literally struggling to put food on the table! #WajingaNyinyi #RejectBBI #BBIFraud #BBIUjinga #BBIReport #TheDrunkard #TheWitch #BBIExplained @MarthaKarua @RailaOdinga @StateHouseKenya https://t.co/FzrgEDptOS,0,Mukuru kwa Reuben,10-Nov-2020,468,False
200,munene_wickliff,@citizentvkenya how do we get fooled for this long??? #RejectBBI #BBINonsense https://t.co/th7YZl2bNC,7,Thika kenya,10-Nov-2020,72,False
201,RiroZablon,"Kenya has recorded 1,344 new Covid-19 cases from 7,162 samples tested in the last 24 hours bringing the national tally to 64,588.
https://t.co/QTurDtnZmk
#IkoKaziKE #RejectBBI #coronavirus
#COVID19 #covid19Ke
Naivasha Matatu President Uhuru Kenyatta Africans Ruto",1,Nairobi ,10-Nov-2020,13434,False
202,OscarNairobi,"@RobertAlai Exactly - Conmanship!
@RailaOdinga can't lead a new generation of 35 Million youthful Citizens.
His days are over, Analog leaders are a thing of the past
He better forget presidency 2022, it's a very different 🇰🇪 than when he first ran for elections 20 yrs ago
#RejectBBI #Wakora",0,Mahali Pazuri ,10-Nov-2020,4462,False
203,habashow,"@RailaOdinga If there is no room for editing a document that binds two gentlemen (UhuRaila), what make a document that binds 60M Kenyans (the constitution) so easily editable? #RejectBBI 
#BBISitaki
#KOT",0,Nairobi & Mogadishu,10-Nov-2020,1262,False
204,jesse_shoes,"#RejectBBI #HarambeeStars 

☑️ Airforce Customised

☑️Sizes 40__45

☑️Price 3000/- with free delivery around Nairobi CBD

☎️0711845312

Eastleigh Mai Mahiu BBI Report
#Wanyamavsorigi https://t.co/3SOurYN5kk",4,"Nairobi, Kenya",10-Nov-2020,3137,False
205,SASheikh14,"@RailaOdinga Aren't you setting it up for rejection? 
1. What's the hurry?
2. Why set it in stone?
3. Why muzzle the voices of other Kenyans who want to have a say?
4. Is it building bridges causing disunity?
5. Why push Kenya back to Nyayo era? 
#RejectBBI",0,Nairobi ,10-Nov-2020,1172,False
206,LimoZeph,Raila is trying to lie to us that he welcomes conversation on the ru-BBI-sh. This is just to cover up what Major Rtd Seii disclosed. #RejectBBI,0,Kenya,10-Nov-2020,1721,False
207,KNdasat,@RailaOdinga @ChineseEmbKenya keep off our democracy! do not involve kenyans in your #raila deals... @StateHouseKenya #uhurukenyatta #RejectBBI #bbinonsense,0,Kenya,10-Nov-2020,82,False
208,ChurchRodent,"@RailaOdinga Yes Baba🙏🙏

But kindly note that we shall not pass the #BBI and allow the state to indirectly control the Judiciary through a maliciously created office of the Judiciary Ombudsman; we #RejectBBI ... https://t.co/scf5LeJEGC",0,Nairobi,10-Nov-2020,46698,False
209,PasaPasaMerchan,"The thicker and heavier they are, the better quality the carpet and the less susceptible to crushing. Call 0727042454
Nakuru Ruto Eastleigh BBI Report #HarambeeStars #whokilledmutula Matatu kenya railways Mai Mahiu mpesa #onefavourke Safaricom #RejectBBI Busia https://t.co/JQVm6GtgjG",0,,10-Nov-2020,624,False
210,jumajames99,@RailaOdinga ruBBIsh..#rejectBBI,0,nairobi,10-Nov-2020,47,False
211,KNdasat,"@ahmednasirlaw This man @RailaOdinga is a dictator. Give people a chance to read the doc. International friends, @EuMordue @JaneMarriottUK @BelgiuminKenya @USAmbKenya et al pls offer this man democracy tutorials. #RejectBBI #BBIReport #bbinonsense @StateHouseKenya #Uhurukenyatta",0,Kenya,10-Nov-2020,82,False
212,davewithawave,More reason to #RejectBBI https://t.co/6AaQm2pQ79,1,,10-Nov-2020,392,False
213,KNdasat,"@RailaOdinga Stop dictatorship. The public also need a chance to read N understand. This is not democracy! #uhurukenyatta @StateHouseKenya @JubileePartyK international friends, pls teach us values of democracy @EuMordue @JaneMarriottUK @BelgiuminKenya @USAmbKenya et al #RejectBBI #BBIReport",0,Kenya,10-Nov-2020,82,False
214,AyubM254,@RobertAlai nd thats why we #RejectBBI,0,,10-Nov-2020,27,False
215,speakkam,"@RailaOdinga kindly shelf your poisonous snake until after Kenyans sort out their more important pressing needs.

They'll ask for one if they need it.

A katiba must come from down up. Two amigos who assume to be more equal than the rest of us combined shouldn't bring up any.

NO! #RejectBBI",0,"Nairobi, Kenya",10-Nov-2020,4534,False
216,KwanBoKiptoo,GOVERNORS spitting fire!. #RejectBBI,0,,10-Nov-2020,388,False
217,joeqym1,@StateHouseKenya #noreferendumbeforeelections#rejectbbi,0,Nakuru Kenya,10-Nov-2020,399,False
218,solo_ambuku,"@citizentvkenya Now they're also receiving #Chinku 's views on #BBINonsense now? This world is not my home!  #RejectBBI , #BBIFraud, #XiJinping in #Naivasha . 😷🤕👊 https://t.co/qPpjA4BTJR",4,"Mombasa, Kenya.",10-Nov-2020,36467,False
219,gichenje,"So far ....
#BBINonsense
#BBIFraud
#RejectBBI",0,mwambao ,10-Nov-2020,298,False
220,Counsel_haret,"So you're not ready to accommodate the views of the Pastoralists?? Well this #BBI of yours is destined for failure! 
#RejectBBI https://t.co/2RwHOV6HQh",0,PLANET EARTH,10-Nov-2020,1315,False
221,Tiondo1,There is no significant difference between Fuliza and betting/There is an association between Fuliza and Betting. #BBIFraud #RejectBBI,0,Moiben; Eldoret - Uasin Gishu,10-Nov-2020,436,False
222,Vincentattong,@RailaOdinga Pushing it down our throats by force by fire #rejectbbi,0,Juja,10-Nov-2020,34,False
223,ole_tipis,@OliverMathenge @RailaOdinga He is telling you that MPs and Senators can be bought to the highest bidder in this case himself and Uhuru #RejectBBi,0,Mukuru kwa Reuben,10-Nov-2020,468,False
224,kyamahpitz,Did the various communities who were evicted from RiftValley during Pev 07 get back to their farms?? 10+ years later.. yet Uhuru and Ruto sold the same unity propaganda just like Uhuru and Raila are today... We must not be taken for a ride again #RejectBBI,0,Nairobi,10-Nov-2020,694,False
225,Its_Kbriaan,@RailaOdinga At least this is what makes you relevant at the moment. Do all kind of editorial /amendments and finally I/we shall vote No. #rejectbbi,0,"Kericho, Kenya",10-Nov-2020,1423,False
226,KwanBoKiptoo,"This thing has been hijacked by politicians. The earlier JAYDEN @StateHouseKenya abolish this ruBBIsh the better!, #RejectBBI https://t.co/YcSDm0sVDh",0,,10-Nov-2020,388,False
227,PeterRatemo4,@RobertAlai Do you support BBI nonsense?#RejectBBi,2,"Kisii, Kenya,Masimba ward",10-Nov-2020,3755,False
228,GichuhiSnr,I don't understand this Madness @RailaOdinga has with Constitutionalism.Can he stop Lying to People.The BBI Report has to Go through Parliament as well as go through Public Participation and Lastly a Referendum to determine whether Wanjiku Agrees or Rejects it!!! #RejectBBI,0,,10-Nov-2020,53,False
229,kimenyi5,Kenyans and Politicians after a whole day of politicking BBI #RejectBBI ar else we become the meal https://t.co/rV0h8JTF65,0,"Rift Valley, Kenya",10-Nov-2020,647,False
230,kirimi_kinyua,"@RailaOdinga Even if it's edited to cover, we will bring it down . We can't bear cost so that u can get power. #BBInonsense #rejectBBI",1,meru,10-Nov-2020,108,False
231,kimenyi5,@citizentvkenya And the #bbinonsense continues. #RejectBBI,0,"Rift Valley, Kenya",10-Nov-2020,647,False
232,Bulumacleo,"after reading this tweet from the Lord of Poverty, advice me why we should beleive that the BBI has the best interests of the people at heart 

hapa commoners wamepigwa lock out kwa portal kama ile ya KRA ama unit registration campus!

#rejectBBI https://t.co/ZFsjK5czVU",0,Nairobi,10-Nov-2020,5635,False
